worker_id,week_start,week_index,platform,archetype,hours_worked,trips_completed,gross_earnings,fuel_cost,net_earnings,is_shock_week
1,2025-03-17,63,Ola,multi_platform,40.0,46,6944.15,877.29,6066.86,False
1,2025-03-24,64,Ola,multi_platform,54.2,58,9609.58,1205.93,8403.64,False
1,2025-03-31,65,Ola,multi_platform,23.8,42,3928.65,547.25,3381.41,False
1,2025-04-07,66,Ola,multi_platform,64.7,113,11209.77,1134.06,10075.71,False
1,2025-04-14,67,Ola,multi_platform,40.5,46,7012.16,835.43,6176.73,False
1,2025-04-21,68,Ola,multi_platform,10.5,16,1812.71,240.79,1571.92,False
1,2025-04-28,69,Ola,multi_platform,14.7,16,2524.27,237.61,2286.67,False
1,2025-05-05,70,Ola,multi_platform,59.7,96,9845.75,1296.15,8549.61,False
1,2025-05-12,71,Ola,multi_platform,57.2,69,9672.36,1066.11,8606.25,False
1,2025-05-19,72,Ola,multi_platform,50.1,87,8449.11,970.04,7479.07,False
1,2025-05-26,73,Ola,multi_platform,80.3,140,13651.7,1831.02,11820.68,False
1,2025-06-02,74,Ola,multi_platform,45.1,71,7751.02,1106.15,6644.87,False
1,2025-06-09,75,Ola,multi_platform,81.6,89,13473.97,1703.28,11770.69,False
1,2025-06-16,76,Ola,multi_platform,46.6,77,8193.73,837.43,7356.3,False
1,2025-06-23,77,Ola,multi_platform,32.5,56,5565.13,740.38,4824.75,False
1,2025-06-30,78,Ola,multi_platform,8.6,10,1418.97,201.11,1217.86,False
1,2025-07-07,79,Ola,multi_platform,47.1,80,7763.41,720.49,7042.92,False
1,2025-07-14,80,Ola,multi_platform,42.1,48,7047.75,1015.4,6032.36,False
1,2025-07-21,81,Ola,multi_platform,6.4,10,55.44,111.41,0.0,True
1,2025-07-28,82,Ola,multi_platform,34.3,59,6150.91,778.81,5372.1,False
1,2025-08-04,83,Ola,multi_platform,65.8,76,11620.3,1069.75,10550.55,False
1,2025-08-11,84,Ola,multi_platform,66.2,111,11435.35,1096.43,10338.92,False
1,2025-08-18,85,Ola,multi_platform,31.0,48,5496.43,768.25,4728.18,False
1,2025-08-25,86,Ola,multi_platform,51.1,52,8945.2,1218.94,7726.26,False
1,2025-09-01,87,Ola,multi_platform,59.6,68,10546.96,1476.87,9070.09,False
1,2025-09-08,88,Ola,multi_platform,51.7,75,8879.02,850.18,8028.84,False
1,2025-09-15,89,Ola,multi_platform,39.6,61,7215.78,850.12,6365.66,False
1,2025-09-22,90,Ola,multi_platform,51.0,67,9301.29,1006.4,8294.89,False
1,2025-09-29,91,Ola,multi_platform,46.0,57,7567.44,887.58,6679.86,False
1,2025-10-06,92,Ola,multi_platform,62.9,83,11026.42,1080.05,9946.37,False
1,2025-10-13,93,Ola,multi_platform,38.6,51,6758.23,762.78,5995.45,False
1,2025-10-20,94,Ola,multi_platform,42.1,65,7014.06,904.02,6110.04,False
1,2025-10-27,95,Ola,multi_platform,77.2,111,13628.34,1491.17,12137.17,False
1,2025-11-03,96,Ola,multi_platform,121.1,192,21319.23,2891.05,18428.18,False
1,2025-11-10,97,Ola,multi_platform,62.2,101,11383.35,1128.47,10254.88,False
1,2025-11-17,98,Ola,multi_platform,78.2,81,14174.48,1393.09,12781.38,False
1,2025-11-24,99,Ola,multi_platform,56.6,90,9573.44,857.3,8716.13,False
1,2025-12-01,100,Ola,multi_platform,27.7,31,5023.83,582.56,4441.27,False
1,2025-12-08,101,Ola,multi_platform,2.9,5,476.56,66.08,410.48,False
1,2025-12-15,102,Ola,multi_platform,67.6,88,11401.12,1447.99,9953.12,False
1,2025-12-22,103,Ola,multi_platform,74.3,83,11958.32,1237.21,10721.11,False
2,2024-01-01,0,Zomato,multi_platform,78.0,106,18065.88,1476.84,16589.04,False
2,2024-01-08,1,Zomato,multi_platform,55.6,76,12872.27,918.11,11954.16,False
2,2024-01-15,2,Zomato,multi_platform,44.8,53,10373.17,803.3,9569.88,False
2,2024-01-22,3,Zomato,multi_platform,74.5,79,17267.69,1299.64,15968.04,False
2,2024-01-29,4,Zomato,multi_platform,57.8,88,13416.93,1307.57,12109.37,False
2,2024-02-05,5,Zomato,multi_platform,31.3,39,7226.55,733.27,6493.28,False
2,2024-02-12,6,Zomato,multi_platform,53.4,74,12368.33,1285.61,11082.72,False
2,2024-02-19,7,Zomato,multi_platform,30.9,43,7166.3,627.2,6539.1,False
2,2024-02-26,8,Zomato,multi_platform,47.1,70,10885.7,790.84,10094.87,False
2,2024-03-04,9,Zomato,multi_platform,60.8,105,14088.57,1185.48,12903.1,False
2,2024-03-11,10,Zomato,multi_platform,6.8,10,230.08,168.68,61.39,True
2,2024-03-18,11,Zomato,multi_platform,69.5,119,16152.71,1542.35,14610.36,False
2,2024-03-25,12,Zomato,multi_platform,43.4,47,10150.05,968.18,9181.88,False
2,2024-04-01,13,Zomato,multi_platform,34.2,60,7926.84,849.0,7077.84,False
2,2024-04-08,14,Zomato,multi_platform,79.2,101,18308.58,1285.35,17023.23,False
2,2024-04-15,15,Zomato,multi_platform,41.2,73,9471.77,809.03,8662.74,False
2,2024-04-22,16,Zomato,multi_platform,57.1,60,13406.66,1172.84,12233.82,False
2,2024-04-29,17,Zomato,multi_platform,57.5,59,13463.89,1076.71,12387.18,False
2,2024-05-06,18,Zomato,multi_platform,30.8,48,7087.21,701.22,6385.99,False
2,2024-05-13,19,Zomato,multi_platform,26.6,27,6257.22,462.06,5795.16,False
2,2024-05-20,20,Zomato,multi_platform,6.5,6,736.75,124.5,612.25,True
2,2024-05-27,21,Zomato,multi_platform,71.4,120,16810.24,1319.38,15490.86,False
2,2024-06-03,22,Zomato,multi_platform,35.3,46,8298.01,625.81,7672.19,False
2,2024-06-10,23,Zomato,multi_platform,25.1,31,5912.23,556.12,5356.12,False
2,2024-06-17,24,Zomato,multi_platform,70.6,93,16615.13,1155.73,15459.4,False
2,2024-06-24,25,Zomato,multi_platform,16.2,28,3783.16,323.5,3459.66,False
2,2024-07-01,26,Zomato,multi_platform,65.1,75,14953.3,987.62,13965.68,False
2,2024-07-08,27,Zomato,multi_platform,43.6,58,10150.44,1073.19,9077.24,False
2,2024-07-15,28,Zomato,multi_platform,28.1,48,6618.1,487.75,6130.35,False
2,2024-07-22,29,Zomato,multi_platform,48.0,76,11113.9,1004.0,10109.9,False
2,2024-07-29,30,Zomato,multi_platform,30.8,38,7234.67,510.25,6724.42,False
2,2024-08-05,31,Zomato,multi_platform,46.6,76,11055.89,1064.87,9991.02,False
2,2024-08-12,32,Zomato,multi_platform,50.1,77,11650.0,1159.12,10490.88,False
2,2024-08-19,33,Zomato,multi_platform,34.8,50,8281.41,557.89,7723.52,False
2,2024-08-26,34,Zomato,multi_platform,35.0,47,8225.29,537.24,7688.05,False
2,2024-09-02,35,Zomato,multi_platform,29.2,34,6973.95,457.13,6516.82,False
2,2024-09-09,36,Zomato,multi_platform,38.2,39,8898.97,615.58,8283.4,False
2,2024-09-16,37,Zomato,multi_platform,56.2,65,13041.27,1012.35,12028.92,False
2,2024-09-23,38,Zomato,multi_platform,8.3,8,196.81,167.5,29.3,True
2,2024-09-30,39,Zomato,multi_platform,18.6,30,4344.98,435.56,3909.42,False
2,2024-10-07,40,Zomato,multi_platform,80.9,111,18652.79,1766.46,16886.33,False
2,2024-10-14,41,Zomato,multi_platform,63.7,66,14666.13,1249.89,13416.25,False
2,2024-10-21,42,Zomato,multi_platform,59.2,65,14017.46,1431.72,12585.74,False
2,2024-10-28,43,Zomato,multi_platform,73.8,80,16741.96,1564.63,15177.33,False
2,2024-11-04,44,Zomato,multi_platform,82.1,137,18901.67,1235.71,17665.96,False
2,2024-11-11,45,Zomato,multi_platform,94.5,152,22617.37,2226.02,20391.35,False
2,2024-11-18,46,Zomato,multi_platform,51.9,77,11959.86,1290.32,10669.54,False
2,2024-11-25,47,Zomato,multi_platform,39.3,64,9118.66,825.84,8292.82,False
2,2024-12-02,48,Zomato,multi_platform,65.0,69,14926.18,994.37,13931.81,False
2,2024-12-09,49,Zomato,multi_platform,54.7,86,12682.51,1208.48,11474.03,False
2,2024-12-16,50,Zomato,multi_platform,78.5,115,18697.78,1275.94,17421.84,False
2,2024-12-23,51,Zomato,multi_platform,32.8,46,7493.07,817.88,6675.19,False
2,2024-12-30,52,Zomato,multi_platform,51.7,75,11671.34,840.94,10830.4,False
2,2025-01-06,53,Zomato,multi_platform,54.0,80,13039.87,957.46,12082.42,False
2,2025-01-13,54,Zomato,multi_platform,29.9,45,6770.77,698.64,6072.13,False
2,2025-01-20,55,Zomato,multi_platform,71.7,121,16185.54,1257.45,14928.09,False
2,2025-01-27,56,Zomato,multi_platform,33.0,50,7812.39,734.62,7077.77,False
2,2025-02-03,57,Zomato,multi_platform,46.1,61,10878.36,928.77,9949.59,False
2,2025-02-10,58,Zomato,multi_platform,38.6,51,8688.09,614.71,8073.38,False
2,2025-02-17,59,Zomato,multi_platform,41.5,46,10071.99,1022.49,9049.51,False
2,2025-02-24,60,Zomato,multi_platform,72.7,125,16597.53,1244.13,15353.4,False
2,2025-03-03,61,Zomato,multi_platform,16.8,21,3945.35,339.65,3605.7,False
2,2025-03-10,62,Zomato,multi_platform,3.1,4,748.29,50.04,698.26,False
2,2025-03-17,63,Zomato,multi_platform,35.6,38,8669.64,606.79,8062.85,False
2,2025-03-24,64,Zomato,multi_platform,42.7,55,10249.45,946.67,9302.78,False
2,2025-03-31,65,Zomato,multi_platform,50.6,75,12312.83,1052.08,11260.75,False
2,2025-04-07,66,Zomato,multi_platform,64.7,88,15094.99,1098.37,13996.62,False
2,2025-04-14,67,Zomato,multi_platform,53.1,59,12334.56,1158.97,11175.59,False
2,2025-04-21,68,Zomato,multi_platform,59.6,64,13810.57,1343.48,12467.1,False
2,2025-04-28,69,Zomato,multi_platform,36.6,42,8936.82,740.18,8196.64,False
2,2025-05-05,70,Zomato,multi_platform,47.6,65,11158.98,1169.45,9989.53,False
2,2025-05-12,71,Zomato,multi_platform,16.3,19,3904.21,293.09,3611.12,False
2,2025-05-19,72,Zomato,multi_platform,47.9,85,11578.24,1188.21,10390.03,False
2,2025-05-26,73,Zomato,multi_platform,29.8,37,7359.56,612.62,6746.94,False
2,2025-06-02,74,Zomato,multi_platform,16.6,23,3742.46,276.17,3466.3,False
2,2025-06-09,75,Zomato,multi_platform,36.6,53,8401.27,818.18,7583.1,False
2,2025-06-16,76,Zomato,multi_platform,19.0,30,4381.84,431.85,3949.99,False
2,2025-06-23,77,Zomato,multi_platform,32.1,55,7336.48,514.38,6822.1,False
2,2025-06-30,78,Zomato,multi_platform,25.6,34,5883.46,499.38,5384.08,False
2,2025-07-07,79,Zomato,multi_platform,55.3,93,12671.65,1016.93,11654.71,False
2,2025-07-14,80,Zomato,multi_platform,60.7,68,14372.29,1481.0,12891.29,False
2,2025-07-21,81,Zomato,multi_platform,32.9,45,8103.15,667.19,7435.96,False
2,2025-07-28,82,Zomato,multi_platform,37.7,41,8949.36,925.68,8023.67,False
2,2025-08-04,83,Zomato,multi_platform,64.8,93,15264.44,1106.26,14158.19,False
2,2025-08-11,84,Zomato,multi_platform,54.6,94,12520.46,994.76,11525.71,False
2,2025-08-18,85,Zomato,multi_platform,58.4,83,13964.04,984.51,12979.53,False
2,2025-08-25,86,Zomato,multi_platform,46.6,64,11664.19,770.16,10894.03,False
2,2025-09-01,87,Zomato,multi_platform,24.4,31,6058.25,559.2,5499.05,False
2,2025-09-08,88,Zomato,multi_platform,41.1,48,9855.37,995.23,8860.14,False
2,2025-09-15,89,Zomato,multi_platform,2.7,2,1381.31,53.18,1328.13,True
2,2025-09-22,90,Zomato,multi_platform,37.0,48,8343.77,896.61,7447.16,False
2,2025-09-29,91,Zomato,multi_platform,26.1,39,6033.49,548.22,5485.27,False
2,2025-10-06,92,Zomato,multi_platform,67.4,76,15896.38,1468.36,14428.02,False
2,2025-10-13,93,Zomato,multi_platform,70.8,121,17527.91,1593.59,15934.31,False
2,2025-10-20,94,Zomato,multi_platform,51.9,64,13079.08,1269.38,11809.71,False
2,2025-10-27,95,Zomato,multi_platform,84.7,122,19698.31,1880.19,17818.12,False
2,2025-11-03,96,Zomato,multi_platform,60.7,92,14385.69,1117.62,13268.07,False
2,2025-11-10,97,Zomato,multi_platform,70.9,76,16580.95,1536.26,15044.69,False
2,2025-11-17,98,Zomato,multi_platform,1.9,3,869.81,45.14,824.66,True
2,2025-11-24,99,Zomato,multi_platform,37.3,45,8523.52,610.85,7912.67,False
2,2025-12-01,100,Zomato,multi_platform,59.5,69,13675.89,1215.01,12460.87,False
2,2025-12-08,101,Zomato,multi_platform,46.4,55,11316.06,986.03,10330.02,False
2,2025-12-15,102,Zomato,multi_platform,75.3,116,17394.63,1146.63,16248.0,False
2,2025-12-22,103,Zomato,multi_platform,53.1,72,12426.42,1294.64,11131.78,False
3,2024-01-01,0,Zomato,multi_platform,38.8,67,6828.26,941.63,5886.64,False
3,2024-01-08,1,Zomato,multi_platform,61.1,98,10747.14,1382.41,9364.73,False
3,2024-01-15,2,Zomato,multi_platform,27.4,41,4825.69,491.04,4334.64,False
3,2024-01-22,3,Zomato,multi_platform,61.2,71,10759.24,1418.18,9341.06,False
3,2024-01-29,4,Zomato,multi_platform,7.7,12,364.77,125.87,238.9,True
3,2024-02-05,5,Zomato,multi_platform,29.4,52,5179.99,497.23,4682.76,False
3,2024-02-12,6,Zomato,multi_platform,70.4,122,12355.86,1746.63,10609.23,False
3,2024-02-19,7,Zomato,multi_platform,45.6,55,7996.95,1087.93,6909.02,False
3,2024-02-26,8,Zomato,multi_platform,24.6,28,4339.98,473.13,3866.84,False
3,2024-03-04,9,Zomato,multi_platform,48.3,73,8515.81,1203.95,7311.86,False
3,2024-03-11,10,Zomato,multi_platform,47.0,74,8347.14,1164.96,7182.18,False
3,2024-03-18,11,Zomato,multi_platform,67.2,69,11812.46,1460.21,10352.25,False
3,2024-03-25,12,Zomato,multi_platform,60.0,99,10546.56,1149.65,9396.91,False
3,2024-04-01,13,Zomato,multi_platform,73.2,102,12871.2,1752.75,11118.44,False
3,2024-04-08,14,Zomato,multi_platform,49.5,55,8667.27,1006.75,7660.52,False
3,2024-04-15,15,Zomato,multi_platform,7.5,7,637.76,160.61,477.14,True
3,2024-04-22,16,Zomato,multi_platform,46.5,78,8267.16,1080.45,7186.71,False
3,2024-04-29,17,Zomato,multi_platform,36.6,48,6466.55,819.16,5647.39,False
3,2024-05-06,18,Zomato,multi_platform,48.8,78,8559.9,958.68,7601.22,False
3,2024-05-13,19,Zomato,multi_platform,14.4,23,2537.77,233.52,2304.25,False
3,2024-05-20,20,Zomato,multi_platform,41.7,69,7275.57,791.49,6484.08,False
3,2024-05-27,21,Zomato,multi_platform,52.8,71,9458.97,998.79,8460.18,False
3,2024-06-03,22,Zomato,multi_platform,62.1,71,11094.04,1067.76,10026.27,False
3,2024-06-10,23,Zomato,multi_platform,37.3,54,6625.39,764.88,5860.51,False
3,2024-06-17,24,Zomato,multi_platform,66.8,69,11935.85,1403.04,10532.81,False
3,2024-06-24,25,Zomato,multi_platform,39.3,63,6940.16,913.62,6026.54,False
3,2024-07-01,26,Zomato,multi_platform,43.1,61,7635.57,781.66,6853.9,False
3,2024-07-08,27,Zomato,multi_platform,29.5,29,5227.51,504.71,4722.8,False
3,2024-07-15,28,Zomato,multi_platform,46.2,79,8300.73,909.7,7391.03,False
3,2024-07-22,29,Zomato,multi_platform,37.3,43,6589.17,777.27,5811.9,False
3,2024-07-29,30,Zomato,multi_platform,27.7,29,4833.77,472.25,4361.52,False
3,2024-08-05,31,Zomato,multi_platform,47.0,79,8287.96,854.95,7433.02,False
3,2024-08-12,32,Zomato,multi_platform,28.3,34,4987.52,598.1,4389.42,False
3,2024-08-19,33,Zomato,multi_platform,38.3,41,6687.15,615.29,6071.87,False
3,2024-08-26,34,Zomato,multi_platform,8.7,14,1513.45,196.2,1317.25,False
3,2024-09-02,35,Zomato,multi_platform,46.8,48,8433.83,890.41,7543.43,False
3,2024-09-09,36,Zomato,multi_platform,32.7,53,5741.26,545.86,5195.4,False
3,2024-09-16,37,Zomato,multi_platform,24.0,42,4359.07,450.89,3908.17,False
3,2024-09-23,38,Zomato,multi_platform,29.6,37,5218.61,500.95,4717.65,False
3,2024-09-30,39,Zomato,multi_platform,59.2,76,10278.19,1130.74,9147.46,False
3,2024-10-07,40,Zomato,multi_platform,59.2,103,10460.45,1119.33,9341.12,False
3,2024-10-14,41,Zomato,multi_platform,77.4,105,13596.14,1670.25,11925.9,False
3,2024-10-21,42,Zomato,multi_platform,45.1,58,8031.06,718.98,7312.08,False
3,2024-10-28,43,Zomato,multi_platform,78.0,91,13571.08,1609.28,11961.8,False
3,2024-11-04,44,Zomato,multi_platform,55.5,96,10010.29,1163.33,8846.96,False
3,2024-11-11,45,Zomato,multi_platform,88.9,116,15965.46,2154.74,13810.72,False
3,2024-11-18,46,Zomato,multi_platform,58.3,89,10409.76,1202.01,9207.75,False
3,2024-11-25,47,Zomato,multi_platform,81.9,114,14104.62,1610.93,12493.69,False
3,2024-12-02,48,Zomato,multi_platform,57.6,98,9899.56,1079.44,8820.13,False
3,2024-12-09,49,Zomato,multi_platform,56.1,90,10027.9,1120.73,8907.16,False
3,2024-12-16,50,Zomato,multi_platform,68.7,115,12245.88,1158.79,11087.09,False
3,2024-12-23,51,Zomato,multi_platform,54.0,58,9669.56,1247.39,8422.18,False
3,2024-12-30,52,Zomato,multi_platform,48.3,71,8589.2,930.31,7658.89,False
3,2025-01-06,53,Zomato,multi_platform,46.5,76,8203.26,1087.98,7115.28,False
3,2025-01-13,54,Zomato,multi_platform,63.5,64,11113.78,1282.41,9831.37,False
3,2025-01-20,55,Zomato,multi_platform,75.1,115,13329.81,1408.7,11921.12,False
3,2025-01-27,56,Zomato,multi_platform,57.2,81,10290.68,981.07,9309.62,False
3,2025-02-03,57,Zomato,multi_platform,60.7,65,10495.47,1484.98,9010.48,False
3,2025-02-10,58,Zomato,multi_platform,55.1,58,9745.34,1185.86,8559.47,False
3,2025-02-17,59,Zomato,multi_platform,44.6,59,8191.58,684.45,7507.12,False
3,2025-02-24,60,Zomato,multi_platform,30.8,31,5501.39,678.57,4822.82,False
3,2025-03-03,61,Zomato,multi_platform,46.3,81,8120.44,1082.91,7037.53,False
3,2025-03-10,62,Zomato,multi_platform,60.3,67,10400.87,1227.82,9173.05,False
3,2025-03-17,63,Zomato,multi_platform,41.3,55,7634.24,644.79,6989.45,False
3,2025-03-24,64,Zomato,multi_platform,62.7,77,11667.23,1545.18,10122.06,False
3,2025-03-31,65,Zomato,multi_platform,69.2,115,11885.17,1712.53,10172.64,False
3,2025-04-07,66,Zomato,multi_platform,21.1,34,3889.31,431.74,3457.57,False
3,2025-04-14,67,Zomato,multi_platform,53.1,83,9518.95,1052.51,8466.44,False
3,2025-04-21,68,Zomato,multi_platform,45.4,59,8074.88,721.63,7353.25,False
3,2025-04-28,69,Zomato,multi_platform,53.8,93,9222.33,1137.21,8085.12,False
3,2025-05-05,70,Zomato,multi_platform,56.0,99,9540.05,961.8,8578.25,False
3,2025-05-12,71,Zomato,multi_platform,57.9,68,10362.0,896.49,9465.51,False
3,2025-05-19,72,Zomato,multi_platform,39.9,58,6878.74,962.07,5916.67,False
3,2025-05-26,73,Zomato,multi_platform,48.0,78,8621.61,1016.96,7604.65,False
3,2025-06-02,74,Zomato,multi_platform,59.0,63,10960.17,1018.51,9941.66,False
3,2025-06-09,75,Zomato,multi_platform,54.9,88,9751.6,1119.39,8632.21,False
3,2025-06-16,76,Zomato,multi_platform,61.0,93,10548.81,1180.63,9368.18,False
3,2025-06-23,77,Zomato,multi_platform,50.3,88,8742.61,849.43,7893.19,False
3,2025-06-30,78,Zomato,multi_platform,17.5,24,2998.9,339.05,2659.85,False
3,2025-07-07,79,Zomato,multi_platform,23.1,30,4360.41,361.45,3998.96,False
3,2025-07-14,80,Zomato,multi_platform,61.6,64,11144.43,1527.53,9616.89,False
3,2025-07-21,81,Zomato,multi_platform,36.5,38,6526.16,848.77,5677.4,False
3,2025-07-28,82,Zomato,multi_platform,35.3,53,6431.88,831.26,5600.63,False
3,2025-08-04,83,Zomato,multi_platform,66.5,102,12110.1,1636.95,10473.16,False
3,2025-08-11,84,Zomato,multi_platform,47.5,66,8392.44,1063.06,7329.39,False
3,2025-08-18,85,Zomato,multi_platform,20.5,22,3657.67,348.07,3309.6,False
3,2025-08-25,86,Zomato,multi_platform,8.6,10,1557.74,137.74,1420.01,False
3,2025-09-01,87,Zomato,multi_platform,35.3,43,6697.91,717.28,5980.63,False
3,2025-09-08,88,Zomato,multi_platform,45.7,52,8587.43,848.42,7739.01,False
3,2025-09-15,89,Zomato,multi_platform,45.6,56,8173.01,742.83,7430.18,False
3,2025-09-22,90,Zomato,multi_platform,25.6,35,4623.75,583.91,4039.84,False
3,2025-09-29,91,Zomato,multi_platform,51.1,84,9479.08,890.32,8588.76,False
3,2025-10-06,92,Zomato,multi_platform,64.5,84,11375.59,1122.62,10252.97,False
3,2025-10-13,93,Zomato,multi_platform,98.2,108,18231.71,1904.17,16327.54,False
3,2025-10-20,94,Zomato,multi_platform,17.4,28,3044.36,422.62,2621.73,False
3,2025-10-27,95,Zomato,multi_platform,51.4,92,9242.9,1086.89,8156.01,False
3,2025-11-03,96,Zomato,multi_platform,54.0,73,10221.06,853.68,9367.38,False
3,2025-11-10,97,Zomato,multi_platform,14.6,19,2454.85,302.28,2152.58,False
3,2025-11-17,98,Zomato,multi_platform,34.2,40,6203.87,785.05,5418.82,False
3,2025-11-24,99,Zomato,multi_platform,39.0,66,7355.2,707.27,6647.93,False
3,2025-12-01,100,Zomato,multi_platform,51.0,89,9059.42,941.48,8117.94,False
3,2025-12-08,101,Zomato,multi_platform,63.2,73,11471.78,984.73,10487.05,False
3,2025-12-15,102,Zomato,multi_platform,46.2,71,8857.83,781.79,8076.03,False
3,2025-12-22,103,Zomato,multi_platform,68.0,117,11670.26,1115.07,10555.19,False
4,2024-01-01,0,Swiggy,part_time_delivery,13.8,18,3870.39,111.08,3759.31,False
4,2024-01-08,1,Swiggy,part_time_delivery,23.6,30,6601.98,256.01,6345.96,False
